Seed,Total Energy,Electricity Cost,Mean Temp Deviation,Total Discomfort,Comfort-Band %,Safety Violations,Lower Violations,Upper Violations,Cumulative Reward,Peak HVAC Energy,Minimum Temperature,Maximum Temperature
123,38.9977901307866,30.17745878016901,0.3510014616623831,0.000501653153246906,99.58333333333333,0,0,0,-17.73502945653108,0.3740311861038208,20.999498346846753,22.81675133317486
