seed,profile_id,total_energy,electricity_cost,mean_temperature_deviation,total_discomfort,safety_violations,cumulative_reward,peak_hvac_energy,minimum_temperature,maximum_temperature,comfort_band_pct
2024,validation_day_0008,3.5759113784879446,2.709307109810621,0.3278761911996407,0.0,0,-1.6146348355085076,0.39270734786987305,21.22252563130981,22.12482321024709,100.0
2024,validation_day_0009,3.681507868692279,2.7845380116887433,0.31027533126848317,0.0,0,-1.6613599629454323,0.3839395046234131,21.086958840255733,22.301132086206387,100.0
2024,validation_day_0010,3.909966889768839,3.069644682141842,0.28800648705288073,0.0,0,-1.78691900335902,0.3895139694213867,21.709068496279915,22.530230033267916,100.0
2024,validation_day_0011,3.9595308862626553,3.0457722158598313,0.36437681198168753,0.0,0,-1.7970137090507627,0.40468037128448486,21.59345340382683,22.76001427976782,100.0
2024,validation_day_0012,4.294027213007212,3.154233051909586,0.27254027027813904,0.0,0,-1.9190547742840807,0.379037469625473,21.371653959351985,22.817270981713467,100.0
2024,validation_day_0013,3.565271595492959,2.6564365681615048,0.4124378828497555,0.0,0,-1.6008687922801887,0.40312498807907104,21.216013376190325,22.14996955693037,100.0
2024,validation_day_0014,3.663346342742443,2.8189359491750983,0.22034471388103016,0.0,0,-1.6627910926577527,0.3374386429786682,21.418509730531593,22.158524411633454,100.0
2024,validation_day_0015,4.198212388902903,3.132883029985734,0.29422311177447186,0.0,0,-1.8860403226680176,0.4240695536136627,21.775620990711108,22.719544756741385,100.0
2024,validation_day_0016,4.55169122852385,3.3618184963138447,0.26684476431740567,0.0,0,-2.037871067819924,0.44390907883644104,21.782436552782332,22.845324306555938,100.0
2024,validation_day_0017,3.945825459435582,3.0635952879104513,0.29964057879356104,0.0,0,-1.796466695412765,0.40378522872924805,21.702335733839043,22.655756833533342,100.0
2024,validation_day_0018,3.8387607634067535,2.911095594714713,0.26014227286192987,0.0,0,-1.7338473479649685,0.3650468587875366,21.58896907470728,22.68351930075303,100.0
2024,validation_day_0019,3.600337477400899,2.762893390120976,0.23744802353372543,0.0,0,-1.632679921244465,0.3647015392780304,21.24334308522412,22.4929155271245,100.0
2024,validation_day_0020,3.43391602486372,2.5647307132202477,0.45583318711515447,0.0,0,-1.5431209501031655,0.33202219009399414,21.025684215157288,22.415246323087924,100.0
2024,validation_day_0021,4.984492555260658,3.7408160068447605,0.8330471955374974,0.6781117358361399,0,-2.5147556622816056,0.4230031371116638,22.318701633206373,23.23243698455431,79.16666666666666
2024,validation_day_0022,3.932002006098628,2.966236482526378,0.23974523856480254,0.0,0,-1.7728478983348641,0.36321210861206055,21.466772824641332,22.615726756547943,100.0
2024,validation_day_0023,3.951615722849965,2.999850248095382,0.22275543556019736,0.0,0,-1.7854547664740659,0.36263278126716614,21.611497399359184,22.71578844708751,100.0
2024,validation_day_0024,4.108701249584556,3.0877955838442563,0.1821682664490769,0.0,0,-1.850169491644218,0.44223347306251526,21.67894102470713,22.637468386957195,100.0
2024,validation_day_0025,3.60863196849823,2.639233048341456,0.5086516528517254,0.0,0,-1.6104362002177603,0.4147602319717407,21.107950855667255,22.093963144431154,100.0
2024,validation_day_0026,4.0486727226525545,3.028184377398991,0.2857905432405734,0.0,0,-1.8202386922755645,0.38899940252304077,21.593246167471708,22.685764068244247,100.0
2024,validation_day_0027,4.005228143185377,2.9765451646186007,0.2345042131690538,0.0,0,-1.7968774758793333,0.35471248626708984,21.46587397671952,22.4143196980228,100.0
2024,validation_day_0028,3.5236571170389652,2.563886081181972,0.3597706348113565,0.0,0,-1.569874351348084,0.39383700489997864,21.212335762374877,22.215256375641093,100.0
2024,validation_day_0029,3.431790931150317,2.6768540208911804,0.31015844056046166,0.0,0,-1.564908083523331,0.3744591176509857,21.269926847826124,22.349854497561076,100.0
2024,validation_day_0030,3.854710064828396,2.9663064934240033,0.2961392334644528,0.0,0,-1.7496743181333194,0.39880985021591187,21.566275886640522,22.667739545596962,100.0
